abbr	state	fips	year	bowen	ncslstaff	firmreport	noexpire	dyads	clients	lobbyists	definitions	prohibitions	reports	initiativestate	foldedranney6yr	termlimit	genexp	defpro	defrep	lnexp	bowen000	clients000	dyads000	lobbyists000
"WY"	"Wyoming"	56	2003	137.5099	29	0	0	574	377	446	2	0	3	1.0	0.223523	0.0	2900000.0	0	6.0	14.8802	0.1375099	0.377	0.574	0.446
"WY"	"Wyoming"	56	2004	126.0265	29	0	0	546	351	412	2	0	3	1.0	0.198378	0.0	3200000.0	0	6.0	14.9787	0.1260265	0.351	0.546	0.412
"WY"	"Wyoming"	56	2005	126.0265	29	0	0	612	426	478	2	0	3	1.0	0.180075	0.0	3600000.0	0	6.0	15.0964	0.1260265	0.426	0.612	0.478
"WY"	"Wyoming"	56	2006	140.5639	29	0	0	564	396	405	2	0	3	1.0	0.161773	0.0	3600000.0	0	6.0	15.0964	0.1405639	0.396	0.564	0.405
"WY"	"Wyoming"	56	2007	140.5639	29	0	0	564	396	405	2	0	3	1.0	0.131409	0.0	4100000.0	0	6.0	15.2265	0.1405639	0.396	0.564	0.405
"WY"	"Wyoming"	56	2008	132.7699	29	0	0	546	362	359	2	0	3	1.0	0.101045	0.0	4600000.0	0	6.0	15.3416	0.1327699	0.362	0.546	0.359
"WY"	"Wyoming"	56	2009	132.7699	39	0	0	546	362	359	2	0	3	1.0	0.094539	0.0	5000000.0	0	6.0	15.4249	0.1327699	0.362	0.546	0.359
"WY"	"Wyoming"	56	2010	147.1351	39	0	0	545	334	336	2	0	3	1.0	0.088032	0.0	5000000.0	0	6.0	15.4249	0.1471351	0.334	0.545	0.336
"WY"	"Wyoming"	56	2011	147.1351	39	0	0	493	342	299	2	0	3	1.0	0.126291	0.0	4900000.0	0	6.0	15.4047	0.1471351	0.342	0.493	0.299
"WY"	"Wyoming"	56	2012	164.3729	39	0	0	574	418	346	2	0	3	1.0	0.16455	0.0	5000000.0	0	6.0	15.4249	0.1643729	0.418	0.574	0.346
"WY"	"Wyoming"	56	2013	164.3729	39	0	0	524	389	328	2	0	3	1.0	0.214176	0.0	5000000.0	0	6.0	15.4249	0.1643729	0.389	0.524	0.328
