abbr	state	fips	year	bowen	ncslstaff	firmreport	noexpire	dyads	clients	lobbyists	definitions	prohibitions	reports	initiativestate	foldedranney6yr	termlimit	genexp	defpro	defrep	lnexp	bowen000	clients000	dyads000	lobbyists000
"UT"	"Utah"	49	1994	293.891	86	0	0				7	2	4	1.0	0.213988	0.0	4700000.0	14	28.0	15.3631	0.293891			
"UT"	"Utah"	49	1995	293.891	86	0	0				7	2	4	1.0	0.219702	0.0	5300000.0	14	28.0	15.4832	0.293891			
"UT"	"Utah"	49	1996	247.24	111	0	0				7	2	4	1.0	0.225417	0.0	5700000.0	14	28.0	15.556	0.24724			
"UT"	"Utah"	49	1997	247.24	111	0	0				7	2	4	1.0	0.24346	0.0	6300000.0	14	28.0	15.6561	0.24724			
"UT"	"Utah"	49	1998	189.3828	111	0	0				7	2	4	1.0	0.260947	0.0	6900000.0	14	28.0	15.747	0.1893827			
"UT"	"Utah"	49	1999	189.3828	111	0	0				7	2	4	1.0	0.268483	0.0	7200000.0	14	28.0	15.7896	0.1893827			
"UT"	"Utah"	49	2000	197.5401	111	0	0				6	2	5	1.0	0.276175	0.0	8000000.0	12	30.0	15.8949	0.1975401			
"UT"	"Utah"	49	2001	197.5401	111	0	0				6	2	5	1.0	0.271668	0.0	8500000.0	12	30.0	15.9556	0.1975401			
"UT"	"Utah"	49	2002	209.9107	111	0	0				6	2	5	1.0	0.267717	0.0	9100000.0	12	30.0	16.0238	0.2099107			
"UT"	"Utah"	49	2003	209.9107	108	0	0				6	2	5	1.0	0.263065	0.0	9200000.0	12	30.0	16.0347	0.2099107			
"UT"	"Utah"	49	2004	208.1803	108	0	0				6	2	5	1.0	0.258968	0.0	9800000.0	12	30.0	16.0979	0.2081803			
"UT"	"Utah"	49	2005	208.1803	108	0	0	609	371	159	6	2	5	1.0	0.257044	0.0	1.0E7	12	30.0	16.1181	0.2081803	0.371	0.609	0.159
"UT"	"Utah"	49	2006	211.4146	108	0	0	1495	748	490	6	2	5	1.0	0.254962	0.0	1.1E7	12	30.0	16.2134	0.2114146	0.748	1.495	0.49
"UT"	"Utah"	49	2007	211.4146	108	0	0	802	456	707	6	2	5	1.0	0.259754	0.0	1.2E7	12	30.0	16.3004	0.2114146	0.456	0.802	0.707
"UT"	"Utah"	49	2008	219.1403	108	0	0	802	456	707	6	2	5	1.0	0.263991	0.0	1.3E7	12	30.0	16.3805	0.2191403	0.456	0.802	0.707
"UT"	"Utah"	49	2009	219.1403	114	0	0	1453	761	470	6	2	5	1.0	0.27041	0.0	1.4E7	12	30.0	16.4546	0.2191403	0.761	1.453	0.47
"UT"	"Utah"	49	2010	225.5222	114	0	0	1453	761	470	6	2	5	1.0	0.276829	0.0	1.4E7	12	30.0	16.4546	0.2255222	0.761	1.453	0.47
"UT"	"Utah"	49	2011	225.5222	114	0	0				6	2	5	1.0	0.282911	0.0	1.5E7	12	30.0	16.5236	0.2255222			
"UT"	"Utah"	49	2012	198.4287	114	0	0	1423	777	473	6	2	5	1.0	0.288994	0.0	1.5E7	12	30.0	16.5236	0.1984287	0.777	1.423	0.473
"UT"	"Utah"	49	2013	198.4287	114	0	0	2219	1242	778	6	2	5	1.0	0.302052	0.0	1.5E7	12	30.0	16.5236	0.1984287	1.242	2.219	0.778
"VT"	"Vermont"	50	1986	59.89589	34	0	0				1	1	6	0.0	0.109674	0.0	1000000.0	1	6.0	13.8155	0.0598959			
"VT"	"Vermont"	50	1987	59.89589	34	0	0				1	1	6	0.0	0.050825	0.0	1100000.0	1	6.0	13.9108	0.0598959			
"VT"	"Vermont"	50	1988	74.79416	34	0	0				2	0	1	0.0	0.008024	0.0	1200000.0	0	2.0	13.9978	0.0747942			
"VT"	"Vermont"	50	1989	74.79416	34	0	0	537	222	328	2	0	1	0.0	0.061385	0.0	1400000.0	0	2.0	14.152	0.0747942	0.222	0.537	0.328
"VT"	"Vermont"	50	1990	74.8337	34	0	0				2	0	2	0.0	0.114745	0.0	1500000.0	0	4.0	14.221	0.0748337			
"VT"	"Vermont"	50	1991	74.8337	34	0	0				2	0	2	0.0	0.109433	0.0	1600000.0	0	4.0	14.2855	0.0748337			
"VT"	"Vermont"	50	1992	53.9746	34	0	0				5	0	6	0.0	0.104121	0.0	1700000.0	0	30.0	14.3461	0.0539746			
"VT"	"Vermont"	50	1993	53.9746	34	0	0				5	0	6	0.0	0.089278	0.0	1700000.0	0	30.0	14.3461	0.0539746			
"VT"	"Vermont"	50	1994	56.30882	34	0	0				5	3	6	0.0	0.074436	0.0	1800000.0	15	30.0	14.4033	0.0563088			
"VT"	"Vermont"	50	1995	56.30882	34	0	0				5	3	6	0.0	0.060852	0.0	1900000.0	15	30.0	14.4574	0.0563088			
"VT"	"Vermont"	50	1996	66.69621	35	0	0				5	3	6	0.0	0.047269	0.0	1900000.0	15	30.0	14.4574	0.0666962			
"VT"	"Vermont"	50	1997	66.69621	35	0	0				5	3	6	0.0	0.08773	0.0	2000000.0	15	30.0	14.5087	0.0666962			
"VT"	"Vermont"	50	1998	65.78612	35	0	0				5	3	6	0.0	0.128191	0.0	2200000.0	15	30.0	14.604	0.0657861			
"VT"	"Vermont"	50	1999	65.78612	35	0	0				5	3	6	0.0	0.142275	0.0	2500000.0	15	30.0	14.7318	0.0657861			
"VT"	"Vermont"	50	2000	76.07088	35	0	0				5	3	6	0.0	0.156496	0.0	3100000.0	15	30.0	14.9469	0.0760709			
"VT"	"Vermont"	50	2001	76.07088	35	0	0				5	3	6	0.0	0.146633	0.0	3200000.0	15	30.0	14.9787	0.0760709			
"VT"	"Vermont"	50	2002	73.1964	35	0	0				5	3	3	0.0	0.137661	0.0	3300000.0	15	15.0	15.0094	0.0731964			
"VT"	"Vermont"	50	2003	73.1964	52	0	0				5	3	3	0.0	0.102931	0.0	3600000.0	15	15.0	15.0964	0.0731964			
"VT"	"Vermont"	50	2004	74.96824	52	0	0				5	3	3	0.0	0.0682	0.0	3700000.0	15	15.0	15.1238	0.0749682			
"VT"	"Vermont"	50	2005	74.96824	52	0	0				5	3	3	0.0	0.047359	0.0	4200000.0	15	15.0	15.2506	0.0749682			
"VT"	"Vermont"	50	2006	83.05538	52	0	0				5	3	3	0.0	0.026381	0.0	4400000.0	15	15.0	15.2971	0.0830554			
"VT"	"Vermont"	50	2007	83.05538	52	0	0	1113	402	366	5	2	3	0.0	0.039381	0.0	4700000.0	10	15.0	15.3631	0.0830554	0.402	1.113	0.366
"VT"	"Vermont"	50	2008	90.25829	52	0	0	1319	419	427	5	2	3	0.0	0.051491	0.0	4700000.0	10	15.0	15.3631	0.0902583	0.419	1.319	0.427
"VT"	"Vermont"	50	2009	90.25829	60	0	0	1094	379	375	5	2	3	0.0	0.056468	0.0	5000000.0	10	15.0	15.4249	0.0902583	0.379	1.094	0.375
"VT"	"Vermont"	50	2010	99.73706	60	0	0	1401	474	486	5	2	3	0.0	0.061445	0.0	5200000.0	10	15.0	15.4642	0.0997371	0.474	1.401	0.486
"VT"	"Vermont"	50	2011	99.73706	60	0	0	1120	414	401	5	2	3	0.0	0.092024	0.0	5400000.0	10	15.0	15.5019	0.0997371	0.414	1.12	0.401
"VT"	"Vermont"	50	2012	83.78002	60	0	0	1545	455	508	5	2	3	0.0	0.122505	0.0	5500000.0	10	15.0	15.5203	0.08378	0.455	1.545	0.508
"VT"	"Vermont"	50	2013	83.78002	60	0	0	1153	420	368	5	2	3	0.0	0.152874	0.0	5600000.0	10	15.0	15.5383	0.08378	0.42	1.153	0.368
"VA"	"Virginia"	51	1986	354.2548	306	0	0				3	0	7	0.0	0.225045	0.0	8200000.0	0	21.0	15.9196	0.3542548			
"VA"	"Virginia"	51	1987	404.9079	306	0	0				3	0	7	0.0	0.246216	0.0	9000000.0	0	21.0	16.0127	0.4049079			
"VA"	"Virginia"	51	1988	404.9079	191	0	0				3	0	7	0.0	0.244503	0.0	1.0E7	0	21.0	16.1181	0.4049079			
"VA"	"Virginia"	51	1989	409.0634	191	0	0	889	454	608	3	0	7	0.0	0.241329	0.0	1.1E7	0	21.0	16.2134	0.4090634	0.454	0.889	0.608
"VA"	"Virginia"	51	1990	409.0634	191	0	0				3	0	5	0.0	0.235571	0.0	1.2E7	0	15.0	16.3004	0.4090634			
"VA"	"Virginia"	51	1991	464.8475	191	0	0				3	0	5	0.0	0.229812	0.0	1.2E7	0	15.0	16.3004	0.4648475			
"VA"	"Virginia"	51	1992	464.8475	191	0	0				5	0	6	0.0	0.21523	0.0	1.3E7	0	30.0	16.3805	0.4648475			
"VA"	"Virginia"	51	1993	470.2061	191	0	0				5	0	6	0.0	0.201476	0.0	1.3E7	0	30.0	16.3805	0.4702061			
"VA"	"Virginia"	51	1994	470.2061	191	0	0				5	0	6	0.0	0.162376	0.0	1.4E7	0	30.0	16.4546	0.4702061			
"VA"	"Virginia"	51	1995	525.6959	191	0	0				5	0	6	0.0	0.123277	0.0	1.6E7	0	30.0	16.5881	0.5256959			
"VA"	"Virginia"	51	1996	525.6959	468	0	0				1	0	5	0.0	0.085098	0.0	1.6E7	0	5.0	16.5881	0.5256959			
"VA"	"Virginia"	51	1997	468.1655	468	0	0				1	0	5	0.0	0.04692	0.0	1.8E7	0	5.0	16.7059	0.4681655			
"VA"	"Virginia"	51	1998	468.1655	468	0	0				1	0	5	0.0	0.016709	0.0	1.9E7	0	5.0	16.76	0.4681655			
"VA"	"Virginia"	51	1999	527.3287	468	0	0				1	0	5	0.0	0.013501	0.0	2.1E7	0	5.0	16.86	0.5273287			
"VA"	"Virginia"	51	2000	527.3287	468	0	0				1	0	5	0.0	0.03872	0.0	2.3E7	0	5.0	16.951	0.5273287			
"VA"	"Virginia"	51	2001	592.7273	468	0	0				1	0	5	0.0	0.064981	0.0	2.5E7	0	5.0	17.0344	0.5927273			
"VA"	"Virginia"	51	2002	592.7273	468	0	0	1594	690	731	1	0	5	0.0	0.069764	0.0	2.6E7	0	5.0	17.0736	0.5927273	0.69	1.594	0.731
"VA"	"Virginia"	51	2003	542.5493	410	0	0	1611	719	710	1	0	5	0.0	0.075589	0.0	2.6E7	0	5.0	17.0736	0.5425493	0.719	1.611	0.71
"VA"	"Virginia"	51	2004	542.5493	410	0	0	1837	790	778	1	0	5	0.0	0.080141	0.0	2.8E7	0	5.0	17.1477	0.5425493	0.79	1.837	0.778
"VA"	"Virginia"	51	2005	504.652	410	0	0	1935	832	768	1	0	5	0.0	0.084268	0.0	3.0E7	0	5.0	17.2167	0.504652	0.832	1.935	0.768
"VA"	"Virginia"	51	2006	504.652	410	0	0	2136	902	838	1	0	5	0.0	0.06478	0.0	3.2E7	0	5.0	17.2813	0.504652	0.902	2.136	0.838
"VA"	"Virginia"	51	2007	546.884	410	0	0	2153	911	837	1	0	5	0.0	0.04356	0.0	3.4E7	0	5.0	17.3419	0.5468841	0.911	2.153	0.837
"VA"	"Virginia"	51	2008	546.884	410	0	0	2236	960	898	1	0	5	0.0	0.036041	0.0	3.7E7	0	5.0	17.4264	0.5468841	0.96	2.236	0.898
"VA"	"Virginia"	51	2009	584.265	391	0	0	2123	907	854	1	0	5	0.0	0.027056	0.0	3.8E7	0	5.0	17.4531	0.5842649	0.907	2.123	0.854
"VA"	"Virginia"	51	2010	584.265	391	0	0	1392	692	493	1	0	5	0.0	0.024657	0.0	3.8E7	0	5.0	17.4531	0.5842649	0.692	1.392	0.493
"VA"	"Virginia"	51	2011	563.6326	391	0	0	1780	840	563	1	0	5	0.0	0.022683	0.0	4.0E7	0	5.0	17.5044	0.5636325	0.84	1.78	0.563
"VA"	"Virginia"	51	2012	563.6326	391	0	0	1349	651	515	1	0	5	0.0	0.048258	0.0	4.2E7	0	5.0	17.5532	0.5636325	0.651	1.349	0.515
"VA"	"Virginia"	51	2013	579.0696	391	0	0	1563	751	648	1	0	5	0.0	0.074523	0.0	4.3E7	0	5.0	17.5767	0.5790696	0.751	1.563	0.648
"WA"	"Washington"	53	1986	735.8278	370	0	0				6	0	6	1.0	0.020109	0.0	8100000.0	0	36.0	15.9074	0.7358278			
"WA"	"Washington"	53	1987	735.8278	370	0	0				6	0	6	1.0	0.054033	0.0	8400000.0	0	36.0	15.9437	0.7358278			
"WA"	"Washington"	53	1988	792.2442	582	0	0				7	0	7	1.0	0.108791	0.0	9300000.0	0	49.0	16.0455	0.7922442			
"WA"	"Washington"	53	1989	792.2442	582	0	0	1200	668	640	7	0	7	1.0	0.118789	0.0	9700000.0	0	49.0	16.0876	0.7922442	0.668	1.2	0.64
"WA"	"Washington"	53	1990	979.1361	582	0	0				6	0	5	1.0	0.128787	0.0	1.1E7	0	30.0	16.2134	0.9791361			
"WA"	"Washington"	53	1991	979.1361	582	0	0				6	0	5	1.0	0.111239	0.0	1.3E7	0	30.0	16.3805	0.9791361			
"WA"	"Washington"	53	1992	1051.42	582	0	0				7	0	6	1.0	0.09369	0.0	1.5E7	0	42.0	16.5236	1.05142			
"WA"	"Washington"	53	1993	1051.42	582	0	0				7	0	6	1.0	0.097464	0.0	1.6E7	0	42.0	16.5881	1.05142			
"WA"	"Washington"	53	1994	876.5269	582	0	0				7	1	7	1.0	0.101237	0.0	1.6E7	7	49.0	16.5881	0.8765269			
"WA"	"Washington"	53	1995	876.5269	582	0	0				7	1	7	1.0	0.087269	0.0	1.8E7	7	49.0	16.7059	0.8765269			
"WA"	"Washington"	53	1996	854.9345	535	0	0				7	1	7	1.0	0.072451	0.0	1.8E7	7	49.0	16.7059	0.8549345			
"WA"	"Washington"	53	1997	854.9345	535	0	0				7	1	7	1.0	0.061583	0.0	1.9E7	7	49.0	16.76	0.8549345			
"WA"	"Washington"	53	1998	916.1393	535	0	0				7	1	7	1.0	0.051731	0.0	2.0E7	7	49.0	16.8112	0.9161393			
"WA"	"Washington"	53	1999	916.1393	535	0	0				7	1	7	1.0	0.025659	0.0	2.1E7	7	49.0	16.86	0.9161393			
"WA"	"Washington"	53	2000	986.4988	535	0	0	2359	1108	945	7	1	7	1.0	0.000412	0.0	2.2E7	7	49.0	16.9065	0.9864988	1.108	2.359	0.945
"WA"	"Washington"	53	2001	986.4988	535	0	0	2115	1156	980	7	1	7	1.0	0.007338	0.0	2.4E7	7	49.0	16.9936	0.9864988	1.156	2.115	0.98
"WA"	"Washington"	53	2002	1026.079	535	0	0	2113	1155	978	7	1	7	1.0	0.037196	0.0	2.5E7	7	49.0	17.0344	1.026079	1.155	2.113	0.978
"WA"	"Washington"	53	2003	1026.079	561	0	0	1671	1071	853	7	1	7	1.0	0.044399	0.0	2.6E7	7	49.0	17.0736	1.026079	1.071	1.671	0.853
"WA"	"Washington"	53	2004	945.842	561	0	0	1918	1175	932	7	1	7	1.0	0.050584	0.0	2.7E7	7	49.0	17.1113	0.945842	1.175	1.918	0.932
"WA"	"Washington"	53	2005	945.842	561	0	0	1786	1143	857	7	1	7	1.0	0.069804	0.0	2.8E7	7	49.0	17.1477	0.945842	1.143	1.786	0.857
"WA"	"Washington"	53	2006	964.2698	561	0	0	2001	1239	949	7	1	7	1.0	0.089024	0.0	2.9E7	7	49.0	17.1828	0.9642698	1.239	2.001	0.949
"WA"	"Washington"	53	2007	964.2698	561	0	0	1931	1247	905	7	1	7	1.0	0.117365	0.0	3.2E7	7	49.0	17.2813	0.9642698	1.247	1.931	0.905
"WA"	"Washington"	53	2008	1025.634	561	0	0	1677	1142	807	7	1	7	1.0	0.124872	0.0	3.4E7	7	49.0	17.3419	1.025634	1.142	1.677	0.807
"WA"	"Washington"	53	2009	1025.634	597	0	0	2009	1137	792	7	1	7	1.0	0.153287	0.0	3.7E7	7	49.0	17.4264	1.025634	1.137	2.009	0.792
"WA"	"Washington"	53	2010	990.5723	597	0	0	2422	1264	889	7	1	7	1.0	0.181276	0.0	3.6E7	7	49.0	17.399	0.9905723	1.264	2.422	0.889
"WA"	"Washington"	53	2011	990.5723	597	0	0	2450	1213	863	7	1	7	1.0	0.183901	0.0	3.7E7	7	49.0	17.4264	0.9905723	1.213	2.45	0.863
"WA"	"Washington"	53	2012	883.113	597	0	0	2593	1240	849	7	1	7	1.0	0.186525	0.0	3.7E7	7	49.0	17.4264	0.883113	1.24	2.593	0.849
"WA"	"Washington"	53	2013	883.113	597	0	0	2478	1243	857	7	1	7	1.0	0.179088	0.0	3.8E7	7	49.0	17.4531	0.883113	1.243	2.478	0.857
"WV"	"West Virginia"	54	1986	248.3753	124	0	0				1	0	2	0.0	0.251921	0.0	3100000.0	0	2.0	14.9469	0.2483753			
"WV"	"West Virginia"	54	1987	248.3753	124	0	0				1	0	2	0.0	0.227907	0.0	3200000.0	0	2.0	14.9787	0.2483753			
"WV"	"West Virginia"	54	1988	259.1228	126	0	0				1	0	2	0.0	0.203893	0.0	3200000.0	0	2.0	14.9787	0.2591228			
"WV"	"West Virginia"	54	1989	259.1228	126	0	0	393	265	263	1	0	2	0.0	0.201209	0.0	3200000.0	0	2.0	14.9787	0.2591228	0.265	0.393	0.263
"WV"	"West Virginia"	54	1990	224.7928	126	0	0				4	0	5	0.0	0.199358	0.0	3500000.0	0	20.0	15.0683	0.2247928			
"WV"	"West Virginia"	54	1991	224.7928	126	0	0	474	279	338	4	0	5	0.0	0.22934	0.0	4000000.0	0	20.0	15.2018	0.2247928	0.279	0.474	0.338
"WV"	"West Virginia"	54	1992	241.9987	126	0	0				4	0	4	0.0	0.259322	0.0	4400000.0	0	16.0	15.2971	0.2419987			
"WV"	"West Virginia"	54	1993	241.9987	126	0	0				4	0	4	0.0	0.292436	0.0	4800000.0	0	16.0	15.3841	0.2419987			
"WV"	"West Virginia"	54	1994	239.3869	126	0	0				4	0	4	0.0	0.32555	0.0	5300000.0	0	16.0	15.4832	0.2393869			
"WV"	"West Virginia"	54	1995	239.3869	126	0	0	605	345	412	4	0	4	0.0	0.317164	0.0	5400000.0	0	16.0	15.5019	0.2393869	0.345	0.605	0.412
"WV"	"West Virginia"	54	1996	332.0119	158	0	0				4	1	4	0.0	0.307943	0.0	5600000.0	4	16.0	15.5383	0.3320119			
"WV"	"West Virginia"	54	1997	332.0119	158	0	0				4	1	4	0.0	0.272363	0.0	6100000.0	4	16.0	15.6238	0.3320119			
"WV"	"West Virginia"	54	1998	310.4547	158	0	0				4	1	4	0.0	0.236783	0.0	6200000.0	4	16.0	15.6401	0.3104547			
"WV"	"West Virginia"	54	1999	310.4547	158	0	0	686	397	390	4	1	4	0.0	0.204982	0.0	6300000.0	4	16.0	15.6561	0.3104547	0.397	0.686	0.39
"WV"	"West Virginia"	54	2000	339.9274	158	0	0				4	1	4	0.0	0.173181	0.0	6500000.0	4	16.0	15.6873	0.3399274			
"WV"	"West Virginia"	54	2001	339.9274	158	0	0				4	1	4	0.0	0.174378	0.0	6200000.0	4	16.0	15.6401	0.3399274			
"WV"	"West Virginia"	54	2002	323.6645	158	0	0				4	1	4	0.0	0.175575	0.0	7600000.0	4	16.0	15.8437	0.3236645			
"WV"	"West Virginia"	54	2003	323.6645	195	0	0				4	1	4	0.0	0.194554	0.0	8000000.0	4	16.0	15.8949	0.3236645			
"WV"	"West Virginia"	54	2004	450.2616	195	0	0				4	1	4	0.0	0.213532	0.0	8600000.0	4	16.0	15.9673	0.4502616			
"WV"	"West Virginia"	54	2005	450.2616	195	0	0	829	510	357	4	1	4	0.0	0.229195	0.0	8800000.0	4	16.0	15.9903	0.4502616	0.51	0.829	0.357
"WV"	"West Virginia"	54	2006	379.5638	195	0	0	878	538	403	4	1	4	0.0	0.244858	0.0	9200000.0	4	16.0	16.0347	0.3795638	0.538	0.878	0.403
"WV"	"West Virginia"	54	2007	379.5638	195	0	0	742	470	372	4	1	4	0.0	0.24316	0.0	9200000.0	4	16.0	16.0347	0.3795638	0.47	0.742	0.372
"WV"	"West Virginia"	54	2008	360.2775	195	0	0	742	470	372	4	1	4	0.0	0.241462	0.0	9600000.0	4	16.0	16.0773	0.3602775	0.47	0.742	0.372
"WV"	"West Virginia"	54	2009	360.2775	219	0	0	775	479	356	4	1	4	0.0	0.25415	0.0	1.0E7	4	16.0	16.1181	0.3602775	0.479	0.775	0.356
"WV"	"West Virginia"	54	2010	370.2005	219	0	0	829	492	389	4	1	4	0.0	0.266838	0.0	1.1E7	4	16.0	16.2134	0.3702005	0.492	0.829	0.389
"WV"	"West Virginia"	54	2011	370.2005	219	0	0	635	399	344	4	1	4	0.0	0.277474	0.0	1.1E7	4	16.0	16.2134	0.3702005	0.399	0.635	0.344
"WV"	"West Virginia"	54	2012	403.9134	219	0	0	793	516	322	4	1	4	0.0	0.28811	0.0	1.2E7	4	16.0	16.3004	0.4039134	0.516	0.793	0.322
"WV"	"West Virginia"	54	2013	403.9134	219	0	0	844	528	343	4	1	4	0.0	0.277808	0.0	1.2E7	4	16.0	16.3004	0.4039134	0.528	0.844	0.343
"WI"	"Wisconsin"	55	1986	542.5853	476	0	0				6	2	6	0.0	0.128007	0.0	8400000.0	12	36.0	15.9437	0.5425853			
"WI"	"Wisconsin"	55	1987	542.5853	476	0	0				6	2	6	0.0	0.128918	0.0	8700000.0	12	36.0	15.9788	0.5425853			
"WI"	"Wisconsin"	55	1988	605.3463	568	0	0				6	3	6	0.0	0.129576	0.0	9100000.0	18	36.0	16.0238	0.6053463			
"WI"	"Wisconsin"	55	1989	605.3463	568	0	0	652	359	331	6	3	6	0.0	0.105385	0.0	9700000.0	18	36.0	16.0876	0.6053463	0.359	0.652	0.331
"WI"	"Wisconsin"	55	1990	687.7182	568	0	0				5	2	4	0.0	0.080054	0.0	1.0E7	10	20.0	16.1181	0.6877182			
"WI"	"Wisconsin"	55	1991	687.7182	568	0	0				5	2	4	0.0	0.055205	0.0	1.1E7	10	20.0	16.2134	0.6877182			
"WI"	"Wisconsin"	55	1992	801.2516	568	0	0				4	0	6	0.0	0.030356	0.0	1.2E7	0	24.0	16.3004	0.8012516			
"WI"	"Wisconsin"	55	1993	801.2516	568	0	0				4	0	6	0.0	0.021915	0.0	1.3E7	0	24.0	16.3805	0.8012516			
"WI"	"Wisconsin"	55	1994	844.5892	568	0	0				5	2	6	0.0	0.012842	0.0	1.4E7	10	30.0	16.4546	0.8445892			
"WI"	"Wisconsin"	55	1995	844.5892	568	0	0				5	2	6	0.0	0.022756	0.0	1.5E7	10	30.0	16.5236	0.8445892			
"WI"	"Wisconsin"	55	1996	878.9649	691	0	0				5	2	6	0.0	0.058354	0.0	1.5E7	10	30.0	16.5236	0.8789649			
"WI"	"Wisconsin"	55	1997	878.9649	691	0	0				5	2	6	0.0	0.069812	0.0	1.6E7	10	30.0	16.5881	0.8789649			
"WI"	"Wisconsin"	55	1998	906.746	691	0	0				5	2	6	0.0	0.081293	0.0	1.7E7	10	30.0	16.6487	0.906746			
"WI"	"Wisconsin"	55	1999	906.746	691	0	0				5	2	6	0.0	0.085053	0.0	1.8E7	10	30.0	16.7059	0.906746			
"WI"	"Wisconsin"	55	2000	949.8664	691	0	0				5	2	6	0.0	0.088182	0.0	2.0E7	10	30.0	16.8112	0.9498664			
"WI"	"Wisconsin"	55	2001	949.8664	691	0	0				5	2	6	0.0	0.063649	0.0	2.2E7	10	30.0	16.9065	0.9498664			
"WI"	"Wisconsin"	55	2002	951.0748	691	0	0				5	2	6	0.0	0.039115	0.0	2.3E7	10	30.0	16.951	0.9510748			
"WI"	"Wisconsin"	55	2003	951.0748	756	0	0				5	2	6	0.0	0.037021	0.0	2.4E7	10	30.0	16.9936	0.9510748			
"WI"	"Wisconsin"	55	2004	877.1396	756	0	0				5	2	6	0.0	0.033859	0.0	2.5E7	10	30.0	17.0344	0.8771396			
"WI"	"Wisconsin"	55	2005	877.1396	756	0	0				5	2	6	0.0	0.034418	0.0	2.5E7	10	30.0	17.0344	0.8771396			
"WI"	"Wisconsin"	55	2006	802.6223	756	0	0	1788	762	815	5	2	6	0.0	0.03481	0.0	2.6E7	10	30.0	17.0736	0.8026223	0.762	1.788	0.815
"WI"	"Wisconsin"	55	2007	802.6223	756	0	0	1603	752	762	5	2	6	0.0	0.027116	0.0	2.7E7	10	30.0	17.1113	0.8026223	0.752	1.603	0.762
"WI"	"Wisconsin"	55	2008	818.7672	756	0	0	1763	797	830	5	2	6	0.0	0.019422	0.0	2.8E7	10	30.0	17.1477	0.8187672	0.797	1.763	0.83
"WI"	"Wisconsin"	55	2009	818.7672	640	0	0	1392	665	663	5	2	6	0.0	0.012197	0.0	3.0E7	10	30.0	17.2167	0.8187672	0.665	1.392	0.663
"WI"	"Wisconsin"	55	2010	831.1733	640	0	0	1767	800	762	5	2	6	0.0	0.04277	0.0	3.2E7	10	30.0	17.2813	0.8311733	0.8	1.767	0.762
"WI"	"Wisconsin"	55	2011	831.1733	640	0	0	1172	691	672	5	2	6	0.0	0.01957	0.0	3.3E7	10	30.0	17.312	0.8311733	0.691	1.172	0.672
"WI"	"Wisconsin"	55	2012	786.2169	640	0	0	1173	692	673	5	2	6	0.0	0.000847	0.0	3.2E7	10	30.0	17.2813	0.7862169	0.692	1.173	0.673
"WI"	"Wisconsin"	55	2013	786.2169	640	0	0	1526	710	638	5	2	6	0.0	0.031623	0.0	3.2E7	10	30.0	17.2813	0.7862169	0.71	1.526	0.638
"WY"	"Wyoming"	56	1986	83.64138	18	0	0				2	0	0	1.0	0.048292	0.0	1500000.0	0	0.0	14.221	0.0836414			
"WY"	"Wyoming"	56	1987	83.64138	18	0	0				2	0	0	1.0	0.049315	0.0	1500000.0	0	0.0	14.221	0.0836414			
"WY"	"Wyoming"	56	1988	91.92493	19	0	0				2	0	0	1.0	0.050338	0.0	1400000.0	0	0.0	14.152	0.0919249			
"WY"	"Wyoming"	56	1989	91.92493	19	0	0	586	324	533	2	0	0	1.0	0.0556	0.0	1400000.0	0	0.0	14.152	0.0919249	0.324	0.586	0.533
"WY"	"Wyoming"	56	1990	120.3274	19	0	0				3	0	0	1.0	0.060863	0.0	1500000.0	0	0.0	14.221	0.1203274			
"WY"	"Wyoming"	56	1991	120.3274	19	0	0				3	0	0	1.0	0.058811	0.0	1600000.0	0	0.0	14.2855	0.1203274			
"WY"	"Wyoming"	56	1992	180.2568	19	0	0				2	0	0	1.0	0.056759	0.0	1700000.0	0	0.0	14.3461	0.1802568			
"WY"	"Wyoming"	56	1993	180.2568	19	0	0				2	0	0	1.0	0.053435	0.0	1700000.0	0	0.0	14.3461	0.1802568			
"WY"	"Wyoming"	56	1994	76.24636	19	0	0				2	0	0	1.0	0.050111	0.0	1800000.0	0	0.0	14.4033	0.0762464			
"WY"	"Wyoming"	56	1995	76.24636	19	0	0				2	0	0	1.0	0.08393	0.0	1800000.0	0	0.0	14.4033	0.0762464			
"WY"	"Wyoming"	56	1996	84.57131	18	0	0				2	0	0	1.0	0.117749	0.0	1800000.0	0	0.0	14.4033	0.0845713			
"WY"	"Wyoming"	56	1997	84.57131	18	0	0				2	0	0	1.0	0.152678	0.0	1900000.0	0	0.0	14.4574	0.0845713			
"WY"	"Wyoming"	56	1998	96.0105	18	0	0				2	0	0	1.0	0.187607	0.0	1900000.0	0	0.0	14.4574	0.0960105			
"WY"	"Wyoming"	56	1999	96.0105	18	0	0	566	407	454	2	0	0	1.0	0.219426	0.0	2100000.0	0	0.0	14.5575	0.0960105	0.407	0.566	0.454
"WY"	"Wyoming"	56	2000	96.72466	18	0	0	430	287	340	2	0	3	1.0	0.251244	0.0	2300000.0	0	6.0	14.6484	0.0967247	0.287	0.43	0.34
"WY"	"Wyoming"	56	2001	96.72466	18	0	0	563	406	438	2	0	3	1.0	0.249957	0.0	2300000.0	0	6.0	14.6484	0.0967247	0.406	0.563	0.438
"WY"	"Wyoming"	56	2002	137.5099	18	0	0	454	305	357	2	0	3	1.0	0.248669	0.0	2600000.0	0	6.0	14.771	0.1375099	0.305	0.454	0.357
